0	pc	1	100	33	111
0	ra	1	100	0	22
0	pc	7	100	1	3
0	ra	7	100	0	73
0	pc	13	100	2	4
0	ra	13	100	0	88
0	pc	1	1000	3	6
0	ra	1	1000	0	60
0	pc	7	1000	2	5
0	ra	7	1000	0	53
0	pc	13	1000	2	8
0	ra	13	1000	0	75
0	pc	1	10000	1	7
0	ra	1	10000	0	152
0	pc	7	10000	1	5
0	ra	7	10000	0	226
0	pc	13	10000	1	6
0	ra	13	10000	0	389
0	pc	1	100000	0	66
0	ra	1	100000	0	693
0	pc	7	100000	1	49
0	ra	7	100000	0	1628
0	pc	13	100000	0	52
0	ra	13	100000	0	2856
0	pc	1	1000000	0	761
0	ra	1	1000000	0	6758
0	pc	7	1000000	1	577
0	ra	7	1000000	0	14175
0	pc	13	1000000	1	604
0	ra	13	1000000	0	20595
0	pc	1	10000000	1	5858
0	ra	1	10000000	0	60241
0	pc	7	10000000	1	5908
0	ra	7	10000000	0	141359
0	pc	13	10000000	1	5778
0	ra	13	10000000	0	203672
1	pc	1	100	0	1
1	ra	1	100	0	1
1	pc	7	100	0	1
1	ra	7	100	0	1
1	pc	13	100	0	1
1	ra	13	100	0	2
1	pc	1	1000	1	0
1	ra	1	1000	0	8
1	pc	7	1000	4	1
1	ra	7	1000	0	16
1	pc	13	1000	1	0
1	ra	13	1000	0	17
1	pc	1	10000	0	5
1	ra	1	10000	0	65
1	pc	7	10000	1	6
1	ra	7	10000	0	209
1	pc	13	10000	1	13
1	ra	13	10000	0	255
1	pc	1	100000	0	46
1	ra	1	100000	0	604
1	pc	7	100000	0	73
1	ra	7	100000	0	1513
1	pc	13	100000	1	56
1	ra	13	100000	0	2390
1	pc	1	1000000	1	584
1	ra	1	1000000	0	5799
1	pc	7	1000000	1	615
1	ra	7	1000000	0	13754
1	pc	13	1000000	0	609
1	ra	13	1000000	0	21134
1	pc	1	10000000	0	5792
1	ra	1	10000000	0	62872
1	pc	7	10000000	0	5955
1	ra	7	10000000	0	132381
1	pc	13	10000000	0	5975
1	ra	13	10000000	0	209554
2	pc	1	100	1	0
2	ra	1	100	0	1
2	pc	7	100	0	0
2	ra	7	100	0	2
2	pc	13	100	0	1
2	ra	13	100	1	2
2	pc	1	1000	0	1
2	ra	1	1000	0	7
2	pc	7	1000	1	0
2	ra	7	1000	0	13
2	pc	13	1000	0	1
2	ra	13	1000	0	17
2	pc	1	10000	0	5
2	ra	1	10000	0	70
2	pc	7	10000	0	8
2	ra	7	10000	0	160
2	pc	13	10000	1	4
2	ra	13	10000	0	220
2	pc	1	100000	0	78
2	ra	1	100000	0	701
2	pc	7	100000	0	45
2	ra	7	100000	0	1428
2	pc	13	100000	0	57
2	ra	13	100000	0	2075
2	pc	1	1000000	1	575
2	ra	1	1000000	0	5930
2	pc	7	1000000	1	576
2	ra	7	1000000	0	13376
2	pc	13	1000000	0	603
2	ra	13	1000000	0	20699
2	pc	1	10000000	0	5538
2	ra	1	10000000	0	59634
2	pc	7	10000000	1	5661
2	ra	7	10000000	0	138759
2	pc	13	10000000	1	5781
2	ra	13	10000000	0	211150
3	pc	1	100	0	0
3	ra	1	100	0	1
3	pc	7	100	0	0
3	ra	7	100	0	2
3	pc	13	100	0	1
3	ra	13	100	0	2
3	pc	1	1000	0	1
3	ra	1	1000	0	8
3	pc	7	1000	0	1
3	ra	7	1000	0	12
3	pc	13	1000	0	0
3	ra	13	1000	0	20
3	pc	1	10000	0	5
3	ra	1	10000	0	68
3	pc	7	10000	0	11
3	ra	7	10000	0	246
3	pc	13	10000	0	6
3	ra	13	10000	0	233
3	pc	1	100000	1	54
3	ra	1	100000	0	585
3	pc	7	100000	0	50
3	ra	7	100000	0	1589
3	pc	13	100000	0	52
3	ra	13	100000	0	2282
3	pc	1	1000000	1	578
3	ra	1	1000000	0	6245
3	pc	7	1000000	1	608
3	ra	7	1000000	0	14996
3	pc	13	1000000	0	607
3	ra	13	1000000	0	20614
3	pc	1	10000000	1	5826
3	ra	1	10000000	0	61359
3	pc	7	10000000	0	6002
3	ra	7	10000000	0	139789
3	pc	13	10000000	1	5981
3	ra	13	10000000	0	203832
4	pc	1	100	0	0
4	ra	1	100	0	1
4	pc	7	100	0	1
4	ra	7	100	0	2
4	pc	13	100	0	0
4	ra	13	100	0	4
4	pc	1	1000	0	1
4	ra	1	1000	0	7
4	pc	7	1000	1	0
4	ra	7	1000	0	13
4	pc	13	1000	0	1
4	ra	13	1000	0	23
4	pc	1	10000	1	10
4	ra	1	10000	0	105
4	pc	7	10000	0	8
4	ra	7	10000	0	201
4	pc	13	10000	1	12
4	ra	13	10000	0	266
4	pc	1	100000	1	44
4	ra	1	100000	0	586
4	pc	7	100000	1	54
4	ra	7	100000	0	1606
4	pc	13	100000	0	76
4	ra	13	100000	0	2277
4	pc	1	1000000	0	582
4	ra	1	1000000	0	6138
4	pc	7	1000000	0	627
4	ra	7	1000000	0	13411
4	pc	13	1000000	0	591
4	ra	13	1000000	0	20472
4	pc	1	10000000	1	5702
4	ra	1	10000000	0	56579
4	pc	7	10000000	1	5925
4	ra	7	10000000	0	132492
4	pc	13	10000000	0	5989
4	ra	13	10000000	0	204021
5	pc	1	100	0	1
5	ra	1	100	0	1
5	pc	7	100	0	0
5	ra	7	100	0	1
5	pc	13	100	0	0
5	ra	13	100	0	3
5	pc	1	1000	0	1
5	ra	1	1000	0	9
5	pc	7	1000	0	1
5	ra	7	1000	0	13
5	pc	13	1000	0	1
5	ra	13	1000	0	18
5	pc	1	10000	1	10
5	ra	1	10000	0	72
5	pc	7	10000	0	10
5	ra	7	10000	0	236
5	pc	13	10000	0	6
5	ra	13	10000	0	228
5	pc	1	100000	1	72
5	ra	1	100000	0	664
5	pc	7	100000	1	44
5	ra	7	100000	0	1588
5	pc	13	100000	0	63
5	ra	13	100000	0	2252
5	pc	1	1000000	1	599
5	ra	1	1000000	0	5764
5	pc	7	1000000	0	577
5	ra	7	1000000	0	14024
5	pc	13	1000000	1	618
5	ra	13	1000000	0	21074
5	pc	1	10000000	0	5840
5	ra	1	10000000	0	56419
5	pc	7	10000000	0	5819
5	ra	7	10000000	0	137829
5	pc	13	10000000	1	6032
5	ra	13	10000000	0	207458
6	pc	1	100	0	1
6	ra	1	100	0	2
6	pc	7	100	0	0
6	ra	7	100	0	2
6	pc	13	100	1	0
6	ra	13	100	0	2
6	pc	1	1000	1	0
6	ra	1	1000	0	6
6	pc	7	1000	0	1
6	ra	7	1000	0	13
6	pc	13	1000	0	1
6	ra	13	1000	0	21
6	pc	1	10000	0	5
6	ra	1	10000	0	67
6	pc	7	10000	0	8
6	ra	7	10000	0	214
6	pc	13	10000	0	8
6	ra	13	10000	0	271
6	pc	1	100000	1	63
6	ra	1	100000	0	584
6	pc	7	100000	0	57
6	ra	7	100000	0	1644
6	pc	13	100000	0	48
6	ra	13	100000	0	2353
6	pc	1	1000000	1	593
6	ra	1	1000000	0	5778
6	pc	7	1000000	0	589
6	ra	7	1000000	0	14216
6	pc	13	1000000	1	622
6	ra	13	1000000	0	20745
6	pc	1	10000000	0	5773
6	ra	1	10000000	0	61271
6	pc	7	10000000	0	5897
6	ra	7	10000000	0	131890
6	pc	13	10000000	0	5773
6	ra	13	10000000	0	201179
7	pc	1	100	0	1
7	ra	1	100	0	0
7	pc	7	100	0	1
7	ra	7	100	0	3
7	pc	13	100	0	0
7	ra	13	100	0	3
7	pc	1	1000	0	1
7	ra	1	1000	0	7
7	pc	7	1000	0	1
7	ra	7	1000	0	11
7	pc	13	1000	0	1
7	ra	13	1000	0	24
7	pc	1	10000	1	4
7	ra	1	10000	0	70
7	pc	7	10000	0	11
7	ra	7	10000	0	214
7	pc	13	10000	0	8
7	ra	13	10000	0	253
7	pc	1	100000	0	44
7	ra	1	100000	0	589
7	pc	7	100000	0	49
7	ra	7	100000	0	1582
7	pc	13	100000	1	49
7	ra	13	100000	0	2233
7	pc	1	1000000	0	569
7	ra	1	1000000	0	8443
7	pc	7	1000000	1	586
7	ra	7	1000000	0	13527
7	pc	13	1000000	0	575
7	ra	13	1000000	0	21095
7	pc	1	10000000	0	5653
7	ra	1	10000000	0	59724
7	pc	7	10000000	0	5743
7	ra	7	10000000	0	130521
7	pc	13	10000000	1	6140
7	ra	13	10000000	0	210646
8	pc	1	100	0	1
8	ra	1	100	0	1
8	pc	7	100	1	0
8	ra	7	100	0	1
8	pc	13	100	0	0
8	ra	13	100	0	1
8	pc	1	1000	0	1
8	ra	1	1000	0	8
8	pc	7	1000	0	1
8	ra	7	1000	0	12
8	pc	13	1000	1	0
8	ra	13	1000	0	18
8	pc	1	10000	0	5
8	ra	1	10000	0	67
8	pc	7	10000	0	7
8	ra	7	10000	0	243
8	pc	13	10000	1	13
8	ra	13	10000	0	229
8	pc	1	100000	1	57
8	ra	1	100000	0	594
8	pc	7	100000	0	62
8	ra	7	100000	0	1605
8	pc	13	100000	0	46
8	ra	13	100000	0	2269
8	pc	1	1000000	0	619
8	ra	1	1000000	0	6101
8	pc	7	1000000	0	605
8	ra	7	1000000	0	13687
8	pc	13	1000000	1	597
8	ra	13	1000000	0	21199
8	pc	1	10000000	0	5774
8	ra	1	10000000	0	68490
8	pc	7	10000000	0	5894
8	ra	7	10000000	0	139094
8	pc	13	10000000	0	5782
8	ra	13	10000000	0	203810
9	pc	1	100	1	0
9	ra	1	100	0	1
9	pc	7	100	1	0
9	ra	7	100	0	2
9	pc	13	100	0	0
9	ra	13	100	0	2
9	pc	1	1000	0	1
9	ra	1	1000	0	6
9	pc	7	1000	0	1
9	ra	7	1000	0	11
9	pc	13	1000	0	0
9	ra	13	1000	0	24
9	pc	1	10000	1	8
9	ra	1	10000	0	82
9	pc	7	10000	1	11
9	ra	7	10000	0	232
9	pc	13	10000	1	4
9	ra	13	10000	0	206
9	pc	1	100000	0	66
9	ra	1	100000	0	589
9	pc	7	100000	0	55
9	ra	7	100000	0	1582
9	pc	13	100000	0	49
9	ra	13	100000	0	2284
9	pc	1	1000000	0	580
9	ra	1	1000000	0	6557
9	pc	7	1000000	0	605
9	ra	7	1000000	0	13443
9	pc	13	1000000	0	588
9	ra	13	1000000	0	20971
9	pc	1	10000000	0	5768
9	ra	1	10000000	0	61411
9	pc	7	10000000	0	5915
9	ra	7	10000000	0	141320
9	pc	13	10000000	0	5799
9	ra	13	10000000	0	212239
10	pc	1	100	0	0
10	ra	1	100	0	1
10	pc	7	100	1	0
10	ra	7	100	0	1
10	pc	13	100	0	0
10	ra	13	100	1	3
10	pc	1	1000	0	1
10	ra	1	1000	0	9
10	pc	7	1000	0	1
10	ra	7	1000	0	16
10	pc	13	1000	0	1
10	ra	13	1000	0	23
10	pc	1	10000	0	8
10	ra	1	10000	0	72
10	pc	7	10000	0	7
10	ra	7	10000	0	196
10	pc	13	10000	0	8
10	ra	13	10000	0	261
10	pc	1	100000	1	43
10	ra	1	100000	0	654
10	pc	7	100000	0	52
10	ra	7	100000	0	1665
10	pc	13	100000	0	53
10	ra	13	100000	0	2620
10	pc	1	1000000	1	764
10	ra	1	1000000	1	6140
10	pc	7	1000000	1	609
10	ra	7	1000000	0	13740
10	pc	13	1000000	0	636
10	ra	13	1000000	0	21843
10	pc	1	10000000	0	5888
10	ra	1	10000000	0	57185
10	pc	7	10000000	0	5725
10	ra	7	10000000	0	135732
10	pc	13	10000000	0	5950
10	ra	13	10000000	0	209520
